content,label
 April 2006 to June 2009. .,-1
 Pharma Sales Executive in General as well as specialize range of product Portfolio like Gastro,-1
.,-1
 Gyne,-1
.,-1
 Surgeon and General Practitioners.,-1
 Responsible for business development in Delhi and Ket institute like LHMC   RML Hospital,-1
.,-1
 Daryaganj,-1
.,-1
 Sardarbazar.,-1
 Pharmacist.,-1
 Apollo Hospital Enterprises Limited -.,-1
 January 2005 to April 2006. .,-1
 Handling Pharmacy retail chain IPD as well as OPD.,2
 Managing inventories.,-1
 Counselling patients Health Camps.,-1
 EDUCATION.,-1
 Masters in Business Administration.,-1
 Annamalai University.,-1
 2012. .,-1
 Post Graduate Diploma in Marketing.,-1
 Madurai Kamaraj University -  Madurai,-1
 Tamil Nadu.,-1
 2009. .,-1
 Bachelor in Business Administration.,-1
 Annamalai University.,-1
 2007. .,-1
 Diploma in Pharmacy marketing activities for the region.,-1
 State Board of Technical Education -  Chandigarh,-1
 Chandigarh.,-1
 2004. .,-1
 SKILLS.,-1
 BUSINESS DEVELOPMENT (6 years),-1
 BUDGET (4 years),-1
 B2B (2 years),-1
 B2C (2 years),-1
 TRAINING.,-1
 (2 years).,-1
 LINKS.,-1
 http://Linkedin.com/in/vipan-kumar-.,-1
 ADDITIONAL INFORMATION.,-1
 14 years of sales   business development experience in Healthcare industry.,-1
 Responsible for.,-1
 sales and marketing activities for the region.,-1
 Result oriented approach with effective utilization.,-1
 of team   business management skills.,-1
 B2B   B2C business development through.,-1
 promotional activities   customer engagement plans,-1
 aggressive follow up for higher.,-1
 conversion rate in term of revenue.,-1
 Consultative   Clinical selling to understand customer.,-1
 needs coupled with the energy and drive results as an individual as well as team handling.,-1
 contributor with minimal supervision.,-1
 Build and maintain client relationships based on trust,-1
.,-1
 communication with product   market knowledge.. Seeking role that will challenge me further to my experience   ability to learn and execute.,-1
 while allowing me to contribute consistence growth and success for organization.,-1
 CORE COMPETENCIES.,-1
 http://Linkedin.com/in/vipan-kumar-.,-1
 B2B   B2C Business Management .,-1
 KOL Management.,-1
 Product Presentation.,-1
 Team Training.,-1
 Consultative Selling.,-1
 Negotiation Skill .,-1
 Market Mapping.,-1
 Market Segmentation.,-1
 Planning   Execution of Promotional activities .,-1
 Product Launch,-1
Ajit Kumar.,-1
 Deputy Manager- Sale- West India - Career Contour.,-1
 Thane,-1
 Maharashtra - Email me on Indeed: indeed.com/r/Ajit-Kumar/bb575ae82e0daffa.,-1
 WORK EXPERIENCE.,-1
 Deputy Manager- Sale- West India.,-1
 Career Contour -  Mumbai,-1
 Maharashtra -.,-1
 September 2017 to April 2018. .,-1
 September 2017 to till date with Toll Global Forwarding India Pvt.,-1
 Ltd. .,-1
 Highlights across Career Path:.,-1
 Deputy Manager- Sale- West India.,-1
 Responsible for securing,-1
 managing and developing existing corporate clients and maximising.,-1
 profit and.,-1
 Growth through the formulation and development of new plans,-1
 initiatives,-1
 long-term client.,-1
 relationships.,-1
 Business strategies.,-1
 Analyzing management data and identifying trends and opportunities..,-1
 Conducting.,-1
 Regular business..,-1
 Preparing Month wise Target Plans in accordance with the parameters set by the Management.,-1
 and also tracking the same to assess whether the same is achieved or not..     Weekly basis meeting with operation team for smooth handling of client biz support and on.,-1
 time delivery..     To play a role in team and work as a team which enhances the productivity of the team..,-1
 Understand the requirement of customers as and provide the support time on time to smooth.,-1
 functioning..,-1
 Submitting weekly basis growth plan to GM-Sales West India.. .,-1
 Deputy Manager- Sales   Marketing.,-1
 Haiko Logistics India Pvt.,-1
 Ltd -  Mumbai,-1
 Maharashtra -.,-1
 December 2016 to September 2017. .,-1
 - Mumbai.,-1
 Responsible for securing,-1
 managing and developing existing corporate clients and maximising.,-1
 profit and.,-1
 Growth through the formulation and development of new plans,-1
 initiatives,-1
 long-term client.,-1
 relationships.,-1
 Business strategies.,-1
 Analyzing management data and identifying trends and opportunities..,-1
 Conducting.,-1
 Regular business..,-1
 Preparing Month wise Target Plans in accordance with the parameters set by the Management.,-1
 and also tracking the same to assess whether the same is achieved or not.. .,-1
 https://www.indeed.com/r/Ajit-Kumar/bb575ae82e0daffa isid rex-download ikw download-top co IN.,-1
 Weekly basis meeting with operation team for smooth handling of client biz support and on.,-1
 time delivery..     To play a role in team and work as a team which enhances the productivity of the team..,-1
 Understand the requirement of customers as and provide the support time on time to smooth.,-1
 functioning..,-1
 Submitting weekly basis growth plan to west india director.. .,-1
 Asst.,-1
 Manager- Sales   Marketing.,-1
 SBS Transpole Logistics Pvt.,-1
 Ltd -  Mumbai,-1
 Maharashtra -.,-1
 April 2010 to November 2016. .,-1
 - Mumbai.,-1
 Responsible for securing,-1
 managing and developing existing clients and maximising profit.,-1
 and growth,-1
 through the formulation and development of new plans,-1
 initiatives,-1
 long-term client.,-1
 relationships and key.,-1
 Business strategies.,-1
 Analyzing management data and identifying trends and opportunities..,-1
 Conducting.,-1
 Regular business..,-1
 Preparing Month wise Target Plans in accordance with the parameters set by the Management.,-1
 and also tracking the same to assess whether the same is achieved or not..     Handling corporate projects like Gammon India Ltd Africa project,-1
 IndusInd Media (In Cable).,-1
 setup box project..     To play a role in team and work as a team which enhances the productivity of the team..,-1
 Understand the requirement of customers and provide the support time on time to smooth.,-1
 functioning..     Handling team of Sales Executive.. .,-1
 Sales Representative.,-1
 Ghari Detergent Pvt.,-1
 Ltd. Now -  Delhi,-1
 Delhi -.,-1
 April 2009 to March 2010. .,-1
 - Delhi.,-1
 Handling outlets of a distributors area.,-1
 Ensure achievement of primary and secondary targets,-1
 visibility and distribution expansion.,-1
 within the territory to achieve the business objectives Enhance Distribution network,-1
 by focusing.,-1
 on distribution.,-1
 Enhance visibility of products,-1
 through merchandising aids   activities..,-1
 Implement activities,-1
 and Key accounts activities  Implement Launch plan for new products  Focus.,-1
 on Key brands..,-1
 Responsible for new outlet addition month on month as per norms decided by the company..     Liaising with suppliers to check the progress of existing orders.. .,-1
 EDUCATION.,-1
 Bachelor of Science in Electronics.,-1
 P.G.,-1
 College Kanpur University -  Kanpur,-1
 Uttar Pradesh.,-1
 2006. .,-1
 marks.,-1
 U.P.,-1
 board -  Kanpur,-1
 Uttar Pradesh.,-1
 2003. .,-1
 SKILLS.,-1
 DOS (Less than 1 year),-1
 EXCEL (Less than 1 year),5
 MS POWERPOINT (Less than 1 year),-1
 MS. WORD (Less than 1 year),5
 OUTLOOK (Less than 1 year).,-1
 ADDITIONAL INFORMATION.,-1
 IT Skill s. .,-1
 Well versed with DOS/ MS WINDOWS/ MS WORD/ EXCEL/ MS POWERPOINT/OUTLOOK/.,-1
 INTERNET.. .,-1
 Personal Dossier.,-1
 Father Name: Mr. R.S.,-1
 Verma,-1
Jitendra Razdan.,-1
 Business Development - Shapoor ji Pallonji Group Company.,-1
 Mumbai,-1
 Maharashtra - Email me on Indeed: indeed.com/r/Jitendra-Razdan/66b1e69aff1842bd.,-1
 Dynamic professional with more than 7 years of work experience in Sales and Customer.,-1
 Service to Banking,-1
 Government   Corporate Sector..     Proficient in managing day to day sales activities,-1
 marketing and client servicing activities..     Ability to develop and maintain relationship with key decision makers and resolving.,-1
 critical problems..     Ability to think innovatively and grasp key concepts quickly...,-1
 Effective communicator with an ability to deal effectively with various departments.,-1
 WORK EXPERIENCE.,-1
 Business Development.,-1
 Shapoor ji Pallonji Group Company -  Mumbai,-1
 Maharashtra -.,-1
 July 2011 to Present.,-1
 2011.. .,-1
 (Areas: Mumbai,-1
 Delhi,-1
 NCR,-1
 Punjab,-1
 Himachal Pradesh,-1
 Haryana and J K).,-1
 Area of Expertise   Exposure.,-1
 Key Account Management:.,-1
 Interface with individuals / key influencers for ascertaining requirements,-1
 making Presentations.,-1
 and delivering need based product solutions..,-1
 Ensure speedy resolution of queries   grievances to maximize client satisfaction levels..,-1
 Maintain excellent relations with customers to generate avenues for further business.. .,-1
 Business Development:.,-1
 Analyze business potential,-1
 conceptualize   execute strategies to drive sales,-1
 augment.,-1
 turnover and achieve desired targets..     Monitor competitor activities and devise effective counter measures..     Identify,-1
 explore and develop new markets and tap profitable business opportunities.. .,-1
 KEY RESPONSIBILITIES.,-1
 Playing an integral role in new business pitches and hold responsibility for the effective on-.,-1
 boarding of new clients..,-1
 Responsible for the development and achievement of sales through the direct sales..,-1
 Focusing on growing and developing existing clients,-1
 together with generating new business..     Write business plans for all current and opportunity tender business..     Act as the key interface between the customer and all relevant divisions..,-1
 Preparation of technical proposals and participation in business development meetings with.,-1
 existing and new clients..,-1
 Develop and expand client relationships with existing clients in order to generate repeat.,-1
 business.. .,-1
 https://www.indeed.com/r/Jitendra-Razdan/66b1e69aff1842bd isid rex-download ikw download-top co IN.,-1
 Negotiate projects with clients,-1
 issue proposals and quotations,-1
 follow-up quotations..     Looks after customer satisfaction regarding operational issues..,-1
 Giving sales presentations to high-level executives..,-1
 Managing employer s client relationships and providing clients with excellent service and.,-1
 support..,-1
 Feeding back all suggestions for improvement and market research to senior staff..     Market Research.,-1
 People and Performance Management.,-1
 Pre and Post Sales.,-1
 Key Accounts Manager.,-1
 Forbes Technosys Limited -  Mumbai,-1
 Maharashtra.,-1
 a. .,-1
 Sales Executive.,-1
 SUN SYSTEM PVT LIMITED -  Delhi,-1
 Delhi -.,-1
 January 2011 to May 2011. .,-1
 with Sun System Pvt Limited,-1
 sole distributor for APPLE.,-1
 products as well as computer related IT accessories,-1
 at Delhi.,-1
 Duration: Jan 2011 to May 2011. .,-1
 EDUCATION.,-1
 B.E in Electronics   Telecommunication.,-1
 S S JONDHALE College Of Engineering -  Mumbai,-1
 Maharashtra.,-1
 SKILLS.,-1
 CONFIDENT (Less than 1 year),-1
 MS OFFICE (Less than 1 year),-1
 PROACTIVE (Less than 1 year),-1
.,-1
 REPORTING TOOLS (Less than 1 year),-1
 SELF MOTIVATED (Less than 1 year).,5
 ADDITIONAL INFORMATION.,-1
 SKILLS/STRENGTHS:.,-1
 Good Communication Skills.,-1
 Good Analytical and Research Skills.,-1
 Well organized.,-1
 Multi tasking.,-1
 Team player.,-1
 Determined.,-1
 Confident.,-1
 Innovative.,-1
 Proactive.,-1
 TECHNICAL ATTRIBUTES:.,-1
 Operating Systems: Windows XP or higher.,-1
 Reporting Tools: Explorer,-1
 MS Office,-1
Kuntal Dandir.,-1
 Co-founder.,-1
 Mumbai,-1
 Maharashtra - Email me on Indeed: indeed.com/r/Kuntal-Dandir/4da0c08ecb8cd7de.,-1
 WORK EXPERIENCE.,-1
 Co-founder.,-1
 Tripobi.com -.,-1
 January 2016 to November 2016. .,-1
 Idea generation and research to understand consumer needs.,-1
 Financial modelling to understand expenses and profitability.,-1
 Worked with large travel aggregators including booking.com,-1
 skyscanner.com for integration.,-1
 with tripobi.com.,-1
 Identify and onboard bloggers across the globe to act as  experts  for tripobi.com.,-1
 Assistance sales manager.,-1
 American Express Banking Corporation -.,-1
 March 2015 to December 2015. .,-1
 Corporate sales accountable for middle market acquisition.,-1
 Generating leads for new account acquisition.,-1
 Identifying sales opportunities,-1
 qualifying the prospect and initiating discussion.,-1
 Doing sales presentations and writing sales proposals.,-1
 Closing the sales deal.,-1
 Servicing the account for a given period.,-1
 EDUCATION.,-1
 B.C.A.. .,-1
 Takshshila college -  Bhopal,-1
 Madhya Pradesh.,-1
 2008 to 2012. .,-1
 ADDITIONAL INFORMATION.,-1
 Good communication skills - Hindi,-1
 English,-1
 Marathi.,-1
 https://www.indeed.com/r/Kuntal-Dandir/4da0c08ecb8cd7de isid rex-download ikw download-top co IN,-1
Anil Jinsi.,-1
 Jammu,-1
 Jammu and Kashmir,-1
 Jammu and Kashmir - Email me on Indeed: indeed.com/r/Anil-.,-1
 Jinsi/21b30f60a055d742.,-1
 WORK EXPERIENCE.,-1
 Area Sales Manager.,-1
 Darbar Feed Mills -  Jalandhar,-1
 Punjab -.,-1
 August 2013 to Present.,-1
